name,cefr,text 
roland-garros,B1," Roland-Garros   Le tournoi de Roland-Garros se déroule chaque année depuis 1925, sur deux semaines entre fin mai et début juin au stade Roland-Garros à Paris, en France. Ce stade tient son nom de l'aviateur français Roland Garros.  Roland-Garros, aussi connu sous le nom d'Internationaux de France, est l'un des quatre tournois du Grand Chelem de tennis, qui comprend également l'Open d'Australie à Melbourne, Wimbledon à Londres et l'US Open à New York. La spécificité de ce tournoi vient du fait qu'il est le seul des quatre à se jouer sur terre battue. Cette surface, qui a tendance à faire durer les échanges en ralentissant le jeu, fatigue particulièrement les joueurs. Ajoutez à cela le fait qu'il n'y ait pas de jeu décisif dans le cinquième set final - contrairement à l'US Open par exemple - et vous comprendrez que  Roland-Garros soit souvent considéré comme le tournoi le plus exigeant physiquement au monde.  La compétition a lieu sur vingt courts de terre battue, dont le principal est le court Philippe-Chatrier.  Les quatre premiers jours sont réservés aux qualifications,  puis commence la quinzaine de compétition.  La coupe des Mousquetaires est remise au vainqueur du simple messieurs,  et la coupe Suzanne-Lenglen à celle du simple dames.  Des trophées récompensent également les gagnants des double messieurs, double dames et double mixte. "
romance-au-marche,B1," Romance au marché Ce matin-là, j'avais la banane ! Mes bouts de chou étaient chez leurs grands-parents et je m'étais préparé une journée aux petits oignons. Pour commencer, direction le marché : j'adore me balader dans les allées de bons produits frais et m'enivrer de toutes ces bonnes odeurs !  À l'étal des fruits et légumes,  un monsieur élégant, un chapeau melon sur la tête, était en train de discuter avec le vendeur, un jeune homme aux cheveux poils de carotte :  - Mais voyons Monsieur, vous me prenez pour une poire ! Ce n'est pas possible !  - Si je vous jure,  je ne vous raconte pas de salades !  - De quoi parlez-vous ? demanda une dame haute comme trois pommes.  - Eh bien, reprit le monsieur, vous connaissez Mme Baguette, la boulangère... Ce matin, elle passait devant le stand de fromages de Monsieur Bernard, quand tout à coup elle est tombée dans les pommes ! Évidemment, Mr Bernard s'est précipité pour l'aider, et il la tenait dans ses bras quand elle est revenue à elle. Et là, ça a été le coup de foudre ! Ils sont restés là, plantés comme des poireaux au beau milieu de la rue, elle, rouge comme une tomate, lui, avec des yeux de merlan frit !  Et à ce moment-là, cerise sur le gâteau, les nuages se sont écartés et un arc-en-ciel est apparu dans le ciel ! On se serait cru dans un de ces navets à l'eau de rose !  Moi, cette histoire m'a vraiment donné la pêche, pas vous ? "
rosh-hashana,B1," Roch Hachana: une tradition juive Autre aspect de la tradition de Roch Hachana, ça se passe dans les maisons. On est avec M. Chamszadeh, on retrouve notre rabbin et Daniel Leclaire. Alors, parle-nous de cette tradition, à la maison, avec les gens qu'on aime. Comment ça se passe ?  Alors le soir, quand on rentre de la synagogue, on va faire le kiddush de la fête, comme d'habitude, puis on va commencer à manger des choses qui portent une symbolique particulière, et qui vont porter, en vérité, l'idée de l'année que l'on se souhaite.  D'ailleurs, c'est parfois même le symbole de la fête, c'est la pomme et le miel. La pomme parce que c'est sucré, et le miel parce que c'est doux. Et alors on trempe la pomme dans le miel, et quand on trempe la pomme dans le miel, on se souhaite d'avoir une année douce comme le miel.  [Il] y a la grenade également...  Alors la grenade, c'est encore un sens particulier, puisque quand on regarde une grenade, on se rend compte que quelque part, elle a un peu la forme d'un cœur et il y a plein de grains dedans. Et donc nous nous souhaitons d'avoir, je dirais, une... un cœur plein de bonnes actions comme la grenade, autant que la grenade a de grains.  Ça, c'est la tradition juive, alors vous, vous êtes juif iranien M. Chamszadeh.  Juif iranien.  Est-ce que la tradition est la même ?  Certains choses, c'est la même [sic: Certaines choses sont les mêmes] et d'autres choses, ça change. Nous avons plus, peut-être, d'autres choses à faire des berakhot là-dessus. [sic: nous avons d'autres choses à bénir en disant des berakhot.]  C'est quoi les berakhot ?  Les berakhot, c'est [sic: ce sont] les ... bénédictions.  Les bénédictions, et aussi les petits textes qu'on lit avant de manger.  Mais nous les faisons aussi en iranien.  La bénédiction, vous la faites en hébreu et en iranien. (Oui) Vous pouvez nous faire une petite bénédiction en iranien ?  ...  C'est une bénédiction en iranien.  C'est en iranien.   La culture ashkénaze ou séfarade, tu l'évoquais, c'est la même chose ce soir à Roch Hachana ?  Quasiment la même chose. [Il ne faut] pas oublier par exemple, c'est qu'on mange ou la tête du poisson, ou la tête d'agneau, là encore une autre symbolique. Parce qu'à Roch Hachana... bon d'abord c'est la tête de l'année, donc c'est ""Roch - Hachana"", ""Roch"" c'est la tête, ""Hachana"" l'année, et on se souhaite d'être à la tête, et non pas à la queue.  Donc on mange la tête du poisson.  Donc on mange la tête du poisson, ou la tête de l'agneau, pour se souhaiter d'être à la tête.  Qu'est-ce qui est important pour vous, Dan Leclaire, dans Roch Hachana ? C'est... Elle a quelle signification  cette fête juive ?  C'est avant tout une fête de famille, mais pas une fête au sens ""on fait des cotillons et des pétards"", c'est vraiment la fête de la retrouvaille, la fête de la retrouvaille des familles, également de ses proches, dans lequel [sic: laquelle] on prie  pour que notre année soit bonne,  pour soi, et pour les siens et pour sa famille. C'est donc un moment, outre de fête, de recueillement, mais également d'introspection et de partage.  Alors, je me tourne vers vous M. Chamszadeh, nous sommes en 5774, comment est-ce que je vais souhaiter en hébreu ""Bonne Année"" à quelqu'un ? Comment on le dit ?  ""Shana tova"", tout simplement !   ""Shana tova"", c'est suffisant ? (Oui) Eh bien, écoutez, Shana tova à tous ! Fêtez bien en famille ! Merci pour votre accueil ! On voulait vous montrer Roch Hachana,  cette belle fête juive. "
septembre-chez-mes-grands-parents,B1," Septembre chez mes grands-parents  Quand j'étais petite, le mois de septembre était synonyme de tradition familiale. En effet, tous les ans, pour fêter l'arrivée de l'automne, nous passions le dernier weekend de septembre chez mes grands-parents dans le Limousin.  Nous y retrouvions le reste de la famille : les cousins, tantes, neveux... au total, nous étions plus de 50 chaque automne ! Heureusement, la maison familiale pouvait loger tout le monde - c'était plus un manoir qu'une maison - même si nous les enfants préférions planter nos tentes dans l'immense jardin  et profiter des dernières chaleurs de l'été indien.   Chaque année, j'attendais ce weekend avec impatience, et je me réjouissais en particulier  de passer du temps avec ma grand-mère. Je me souviens de ses longs cheveux ondulés d'une blancheur éclatante. Ils reflétaient les rayons pâles du soleil automnal comme un doux duvet pailleté.  Dès que nous descendions de la voiture, je courais la rejoindre derrière la maison où elle m'attendait sous la véranda. Puis ensemble, nous buvions de la citronnade en parlant de tout et de rien... Je réalise à présent que c'était surtout moi qui parlais, tandis que ma grand-mère m'écoutait de son air bienveillant. Nous rejoignions ensuite les autres pour le reste de la journée, mais ce sont ces moments privilégiés qui resteront à jamais gravés dans ma mémoire. "
soiree-d-hallowe-en,B1," Soirée d'Halloween à Pfaffenhoffen en Alsace JOURNALISTE 1: Mille deux cents personnes venues trembler de peur, la soirée d'Halloween hier à Pfaffenhoffen a fait un carton. À l'origine, un jeune décorateur amateur  qui a transformé le garage automobile de la ville en maison hantée. Les visiteurs ont dû survivre à un parcours semé d'embûches et de monstres en tous genres pour obtenir des bonbons. Frissons et succès garantis !  Le reportage de Marie Coulon et Emmanuel Gambette :  JOURNALISTE 2: C'est le genre d'endroit  dans lequel vous n'avez pas vraiment envie d'entrer, parce qu'une fois à l'intérieur... vos nerfs sont mis à rude épreuve. Les mécaniciens du garage ont fini comme ça, pendus à des crochets. Devenus mort-vivants, ils veulent transformer les visiteurs  en barquettes de viande. Un peu ""gore"", d'accord, mais frissons garantis.  C'est comment ?  VISITEUSE: Très bien. Ça fait peur !  VISITEUSE 2: Oh, ça fait peur, hein, ça fait peur, mais même les grands, ils ont peur !  JOURNALISTE 2: Au total, 400 mètres carrés de parcours semé d'embûches. Le projet fou d'un jeune artiste de 28 ans originaire de Pfaffenhoffen.  ARTISTE: Non, c'est vraiment le moment où je peux me faire le plus plaisir en art, euh, c'est là où on se défoule  et on va au-delà de nos limites, et on profite comme aujourd'hui vraiment d'un espace pour faire encore plus grand, toujours plus grand que ce qu'on a déjà fait.  JOURNALISTE 2: Jean-Christophe Matz a déboursé mille euros sur ses fonds propres et mobilisé plusieurs entreprises locales  pour réaliser en seulement deux mois ce garage hanté. Avec l'aide aussi d'une bande de copains un peu mal en point ! Leur but : offrir un vrai spectacle aux petits comme aux grands.  FILLETTE: Les acteurs, ils mettaient bien en scène, ça faisait super peur.  VISITEUSE: Les décors sont supers, vraiment c'est bluffant ! Les squelettes, et puis les maquillages, euh, enfin c'est vraiment, vraiment magnifique ! À faire peur !  JOURNALISTE 2: Et pour avoir failli mourir de peur, une petite récompense tout de même !  FEMME: Vous venez d'où ? Vous êtes combien ?  JOURNALISTE 2: Au total, près de 1 200 courageux sont venus de toute l'Alsace pour participer à cette nuit de l'horreur.  JOURNALISTE 1: Et c'est la fin de ce flash d'information, merci de l'avoir suivi. L'info continue... "
songkran-thai-new-year,B1," Songkran - Le nouvel an thaïlandais Le Nouvel An bouddhiste est appelé « Songkran », qui vient du mot sanskrit signifiant « passer dans ». Songkran est célébré en Birmanie (d'où il est originaire), au Cambodge, au Laos et au Viêt Nam, mais les célébrations les plus insolites ont lieu en Thaïlande, ce qui explique pourquoi on l'appelle souvent le Nouvel An thaïlandais.  Traditionnellement fêté du 13 au 15 avril, Songkran est le plus long festival de Thaïlande, et célèbre la spiritualité et les bonnes actions. Les gens visitent des temples et font l'aumône aux moines, et l'eau joue un rôle clé en tant que symbole de purification et de 	
rejuvénilisation. Elle est versée sur les statues de Bouddha et sur les mains des aînés. Mais le rituel le plus célèbre est la bataille d'eau collective. Il y a également des défilés traditionnels, un concours de beauté « Miss Songkran », ainsi que d'autres traditions qui varient selon la région. "
tour-de-france-1,B1," Le Tour de France Surnommé Le Tour ou la Grande Boucle, le Tour de France est le « grand tour » le plus ancien et le plus prestigieux du cyclisme professionnel. Pendant trois semaines, les cyclistes font jusqu'à 250 kilomètres chaque jour, pour un total de 3 500 kilomètres environ.  Si le parcours change chaque année, en visitant des villes et villages variés et en entrant dans différents pays avoisinants, le format est fixe. Il passe toujours à travers les Alpes et les Pyrénées, il y a au moins un contre-la-montre et la ligne d'arrivée se trouve toujours sur les Champs-Élysées. Le tracé alterne chaque année entre le sens horaire et antihoraire de la France.  Le premier Tour de France n'était rien de plus qu'un coup de pub. Géo Lefèvre, journaliste, et Henri Desgrange, directeur et rédacteur en chef de l'Auto, en ont eu l'idée en 1903 pour augmenter les ventes du journal. Cinquante-neuf hommes sont partis pour faire 2.428 kilomètres éreintants dans l'espoir de gagner 20 000 francs (l'équivalent de 77 000 euros en tenant compte des anciens francs et de l'inflation). Sans équipes, routes goudronnées ni même de casques, ils ont pédalé jour et nuit. Seuls 21 coureurs sont arrivés à la fin, dont Maurice Garin, le professionnel de 32 ans qui a gagné d'une seule minute après 19 jours de course ! "
un-coeur-en-hiver-french-film-fest,B1," Le choix de Rowen : Un Cœur en hiver Ce film de 1992 vous fait penser à la musique, à l'art et à la psychologie humaine. Il est plein de sujets sous jacents, dont les nuances avec lesquelles les gens interprètent les expressions des autres.  La musique de Ravel est sublime, la cinématographie est incroyable et la scène avec tous les personnages principaux autour du dîner sur la terrasse pendant une soirée douce estivale est pimentée de méfiance peu voilée et d'un bon vieux débat vif sur l'art. "
vendredi-13-jour-de-chance,B1," Vendredi 13 : jour de chance ? Paraskevidékatriaphobie ! C'est notre mot du jour, et c'est tout simplement la peur du vendredi 13 ! Jour de chance ou de malchance ? Les Français jouent pourtant à cette occasion deux fois plus au Loto ou à l'Euromillions qu'un vendredi normal. Dix millions de superstitieux vont donc se ruer aujourd'hui chez les buralistes.  Alors, d'où viennent ces superstitions ? Eh bien, l'origine de cette phobie : le dernier repas de Jésus. Ils étaient 13 à table. Dans l'Antiquité, 12 est synonyme de perfection mais 13 symbole de déséquilibre. Résultat : de nos jours, on évite les dîners à 13, certains avaient même... n'ont pas, pardon, de 13e rangée, dans les avions, de sièges [sic: n'ont pas de 13e rangée de sièges dans les avions], la majorité des hôtels pas de 13e étage. Et pour les mathématiciens pourtant, pas de raison d'avoir peur ! Le 13e jour du mois tombe simplement plus souvent un vendredi. Aucune statistique ne prouve  que ce jour soit maudit ou heureux.  Alors, combien de fois pourrez-vous tenter votre chance ? Eh bien, en 2013, le 2e et dernier vendredi 13 sera en décembre. Alors, profitez-en car l'an prochain, en 2014,  il n'y en aura qu'un seul, au mois de juin. Vous pourrez vous rattraper en février, mars et novembre 2015.  D'où notre question du jour : vendredi 13, êtes-vous superstitieux ? Vous pouvez nous répondre sur notre site m6info. "
victor-hugo,B1," Victor Hugo: symbole de son siècle En plus d’être l’un des plus grands écrivains de langue française, Victor Marie Hugo est également considéré comme une personnalité politique et intellectuelle incarnant au plus près le XIXe siècle. En effet, né le 26 février 1802 et mort le 22 mai 1885, son œuvre ainsi que ses engagements politiques reflètent les enjeux de ce siècle.  Selon son épouse et amie d’enfance Adèle Foucher, Victor Hugo commence à écrire vers l’âge de treize ans, encouragé par sa mère et son frère Eugène. Il apprend l’écriture poétique en autodidacte.  Il épouse Adèle en 1822 et ensemble ils auront cinq enfants. Avec quelques écrivains, il forme le Cénacle, qui voit la naissance du mouvement romantique. Ses pièces de théâtre, et notamment Hernani en 1830, causent de violents affrontements entre les Classiques, dont elles ne respectent pas les règles d’écriture, et la nouvelle génération des Romantiques.  Fort de ses succès romanesques (Notre-Dame de Paris - 1831), théâtraux et poétiques, Hugo entre enfin à l’Académie française le 7 janvier 1841. Mais en septembre 1843, sa fille Léopoldine meurt tragiquement noyée dans un accident de barque avec son mari. Hugo ne se remettra jamais vraiment de cette perte à laquelle il consacre plusieurs poèmes des Contemplations. Il décide alors de mettre de côté sa carrière littéraire au profit de ses ambitions politiques.  Hugo fut un grand défenseur de la démocratie et de la République, allant jusqu’à s’exiler volontairement après le coup d’État de Napoléon III en 1851. De Jersey puis de Guernesey, il dénonce violemment le nouvel empereur, notamment dans le recueil Les Châtiments. Ces années d’exil sont ses plus fécondes: c’est à cette époque qu’il écrit son roman Les Misérables (1862).  Il rentre à Paris en 1870 et reçoit un accueil triomphal. Il se consacre ensuite à défendre la République, jusqu’à sa mort le 22 mai 1885. Il a droit à des obsèques nationales, et plus de deux millions de personnes  accompagnent son cercueil jusqu'au Panthéon, lieu de repos réservé aux grands hommes de la République française. "
a-quoi-ca-sert-de-recycler-ses-dechets,B1," À quoi ça sert de trier ses déchets ?  Le professeur Gamberge  À quoi ça sert de trier ses déchets ?  Bonjour Charlotte ! Alors, tu fais les courses maintenant ?  Pas du tout ! Les parents m'ont envoyée jeter des bouteilles vides.  Franchement, j'ai mieux à faire.  Sans doute, mais c'est tout de même très utile !  Tu parles ! Je [ne] vois pas comment ils pourront réutiliser ces bouteilles. Elles se cassent automatiquement !  Mais figure-toi que ce n'est pas grave du tout, parce que tout est bon dans le verre. Même le plus petit morceau peut servir à refaire un nouvel objet en verre. C'est un des rares matériaux qui est totalement recyclable, éternellement. Regarde ! Toutes ces bouteilles cassées vont être transportées dans des verreries, des usines où le verre va être fondu pour faire de nouveaux objets en verre. Avant, il fallait creuser dans la nature, pour trouver les matériaux nécessaires à la fabrication du verre, fabriquer le verre,... Une fois utilisé, on le jetait, ce qui alourdissait beaucoup les poubelles, et augmentait beaucoup les décharges ou compliquait l'incinération des déchets, car le verre doit être chauffé  beaucoup plus fort que les autres déchets pour se dissoudre.  Et maintenant ?  Maintenant, on prélève moins dans la nature, car une grande partie du verre est fabriquée à partir du verre qu'on met dans ces poubelles. Et comme le verre n'est presque plus jeté avec les autres déchets, il y a moins de verre dans les décharges, et les usines d'incinération peuvent faire un peu moins de fumée... Encore bravo, Charlotte !  Oui, oui... Oui bon, non mais d'accord, mais à part le verre, les parents ils veulent aussi que j'apporte les journaux...  C'est une très bonne idée ! Cela permet de couper moins d'arbres pour faire du papier et du carton.  ... leurs emballages en plastique ...  Ce qui permet de fabriquer toutes sortes de nouveaux objets, et d'économiser le pétrole !  ... et ils veulent même que je mette les épluchures dans une poubelle spéciale !  Oui, pour faire du compost qui fera un bon engrais pour le jardin. Tout ça fait plus d'économies et aussi moins de pollution.   Avec des parents pareils, je ne m'étonne plus que tu sois si brillante ! Ah ah ! Félicitations ! "
eclipse-en-guadeloupe,B1," Reportage éclipse 21 août 2017 - Guadeloupe 1ère Et c'est un atelier prévu demain de 9h à midi,  toujours à la Médiathèque Bettino Lara, à Basse-Terre.  Je vous le disais en titre,  une éclipse solaire partielle se produira chez nous ce lundi 21 août, entre 14h24 et 16h52. Le soleil sera caché par la lune à 80 %. Un phénomène toujours impressionnant qui n'est pas sans rappeler l'éclipse totale que nous avons connue en 1998. Mais comment observer en toute sécurité cette éclipse. Éléments de réponse avec Yasmina Yacou et Rodrigue Lami.  Lundi, en plein après-midi, les astres ont rendez-vous. Notre archipel connaîtra une nouvelle éclipse solaire, partielle cette fois : le soleil ne sera caché qu'à 80 % par la Lune. Cette année, ce sont les Américains  qui pourront admirer l'éclipse totale,  comme ce que nous avons connu en 1998.  C'est une éclipse totale aussi, mais malheureusement cette fois-ci la Guadeloupe ne se situe pas dans le corridor de totalité. Elle se situe... Ce corridor se situe plus au nord,  donc traversant les États-Unis. Nous, on se trouve juste en-dessous. [Il] faudra mieux se situer côté ouest de la Guadeloupe. Donc par exemple la Côte sous-le-vent, ou alors à l'ouest du nord Grande-Terre.  Lundi, dès 14h24, toute la Guadeloupe sera tournée vers l'ouest, l'apogée de l'éclipse étant à 15h43. Mais attention, des précautions sont nécessaires.  Il faut utiliser des lunettes ""spéciale éclipse"" qui respectent toutes les normes, c'est-à-dire les normes CE de protection aux ultra violets et à l'éblouissement. Les radios ou lunettes de soudure ne bloquent pas les ultra violets. Vous êtes protégés de l'éblouissement,  mais [de] tout ce qui est rayons ultra-violets passe à travers, et là il y a un risque d'abîmer la rétine et la cornée.  Sauf que ces lunettes sont rares. Et pour cause, peu de professionnels avaient eu connaissance de l'éclipse.  Je trouve quand même déplorable - justement en matière de santé publique - que les autorités compétentes n'aient pas pu informer les professionnels afin que ceux-ci puissent prévoir cet équipement spécial qui est nécessaire pour observer l'éclipse.  L'Agence régionale de Santé a finalement diffusé des recommandations en fin de journée, trop tard pour les commandes en lunettes des professionnels. "
allo-les-urgences-veterinaires,B2," Allô les urgences vétérinaires ?   - Allô les urgences vétérinaires ? Je m'appelle Yvette Potier et j'habite au 5, rue des Lilas à Chartres. Ma chatte Philomène est montée dans le chêne qui se trouve dans mon jardin, et maintenant, elle ne peut plus redescendre !  - Est-ce que c'est la première fois que ça arrive ? Depuis combien de temps est-elle là-haut ?  - Il lui arrive de courir après les oiseaux, mais la plupart du temps, elle redescend très bien toute seule. Elle est montée ce matin vers 10h, donc ça fait maintenant huit heures qu'elle est coincée là-haut ! Elle ne reste jamais aussi longtemps, c'est pour ça que je vous ai appelés !  - Vous avez bien fait Madame. Avez-vous essayé de l'attirer en posant un bol de lait au pied de l'arbre, ou en ouvrant une boîte de thon ?  - Oui, mais ça n'a pas marché. Elle a juste miaulé craintivement et s'est recroquevillée sur la branche où elle se trouve. Je ne sais pas quoi faire.  - Ne vous inquiétez pas, on va trouver une solution. Il semble que votre chatte ait peur de quelque chose, ce qui l'empêche de redescendre toute seule. Auriez-vous par hasard chez vous une échelle ou une longue branche, quelque chose que vous puissiez poser contre l'arbre pour lui servir de rampe ?  - Je crois que j'ai une échelle dans mon garage, mais je ne suis pas assez forte  pour la porter moi-même. Mais je peux aller demander à mon voisin de m'aider.  - Je pense que ça vaut la peine d'essayer. Vous savez,  bien que les griffes des chats soient parfaitement adaptées  pour grimper aux arbres, elles le sont beaucoup moins  pour en redescendre, et votre petite Philomène a peut-être été prise de vertige. Mais une rampe, si possible à un angle moins abrupt que le tronc, devrait la rassurer. Je vous conseille de placer l'échelle et sa nourriture au pied de l'arbre, et de vous éloigner un peu afin qu'elle puisse se calmer et descendre quand elle sera prête. Et si elle n'est pas descendue  dans l'heure qui vient, rappelez-moi et j'enverrai quelqu'un  pour monter la chercher.  - Merci beaucoup, vous avez été d'une grande aide. J'espère que l'échelle va marcher, je m'en vais de ce pas chercher mon voisin. Merci beaucoup et bonne journée !  - Bon courage et bonne journée à vous ! "
assomption,B2," Que fête-t-on à l'Assomption le 15 août ? Bonjour ! Le 15 août est un jour férié en France où on fête l'Assomption, à ne pas confondre avec l'Ascension. Petite mise au point: L'Ascension célèbre l'ascension du Christ, c'est-à-dire le moment où Jésus s'est élevé aux cieux pour rejoindre Dieu ;  l'Ascension a lieu quarante jours après Pâques.  Le 15 août célèbre une autre ascension, celle de Marie, la mère de Jésus. Le terme ""Assomption"" provient du latin ""assumere"", qui signifie ""prendre, enlever"". L'Assomption est un dogme de l'Église catholique romaine, qui signifie que, une fois après sa mort,  la mère du Christ aurait été enlevée aux cieux.  L'Assomption est une fête très ancienne, et c'était plutôt une fête populaire qu'une célébration religieuse. Il faut dire que la Bible ne parle absolument pas de l'Assomption. Il faudra attendre 1950 pour que le Pape Pie XII proclame le dogme de l'Assomption.  C'est l'empereur bizantin Maurice Ier qui a instauré au VIe siècle la date du 15 août pour célébrer ce qu'il appelle alors ""la Fête du [sic: de la] Dormition de la Vierge Marie"", et comme le terme ""dormition"" le suggère, on fête alors le sommeil de la Vierge, qui signifie que Marie a bien été élevée aux cieux après sa mort.  La fête arrive en Occident plus tardivement. Elle s'étend en Europe à partir du VIIIe siècle, et atteint l'empire franc  où le Concile de Mayenne impose en 813 l'Assomption de la Vierge Marie.  En France, l'Assomption compta beaucoup dès le XVIIe siècle, et le 10 février 1638, le roi Louis XIII prit la Vierge pour protectrice spéciale du royaume et fit du 15 août la Fête Nationale de la France. Mais l'Assomption eut encore plus d'importance à partir du 5 septembre 1638 car enfin Louis XIII a un fils, Louis XIV,  et le don de ce fils était pour Louis XIII une réponse de la Vierge à la confiance qu'il lui adressait pour protéger le royaume. Et ce n'est qu'en 1870 que le 14 juillet, plus républicain, devient Fête Nationale.  La Fête de l'Assomption commence la veille du 15 août avec les Vêpres, qui sont des offices religieux  pendant lesquels trois lectures de l'Ancien Testament, à partir du Nouveau Testament, sont faites. Avec Noël, la Toussaint et l'Ascension, l'Assomption fait partie des quatre fêtes catholiques fériées du calendrier. "
au-secours-je-n-ai-plus-internet,B2," Au secours ! Je n'ai plus internet !   - Bonjour, je vous appelle  car mon internet a coupé soudainement il y a environ vingt minutes, et n'est toujours pas revenu.  - Je suis désolée que vous rencontriez des problèmes  avec votre connection internet. Avant de pouvoir vous aider, puis-je avoir votre nom et votre numéro de compte, s'il vous plaît ?  - Oui, mon nom est Aline Dupont, avec un ""t"", et mon numéro de compte est AC45 67 75 34.  - Merci beaucoup. Pourriez-vous me confirmer votre adresse ?  - Oui, j'habite au 46, rue Jean Jaurès, 34 500 BÉZIERS.  - C'est parfait. Et au cas où je devrais vous rappeler, pouvez-vous me donner  le numéro que vous préférez que j'utilise ?  - Oui, je préfère que vous me rappeliez sur mon portable, au 06.32.09.87.11.  - Merci pour ces informations. Avez-vous déjà essayé de redémarrer votre routeur ?  - Oui, je l'ai redémarré trois fois, j'ai également essayé de le débrancher et le rebrancher, mais ça n'a servi à rien.  - D'accord. Je vais tester votre connection. Votre routeur est-il allumé en ce moment ?  - Oui, et la lumière clignote orange.  - Très bien. Le test peut prendre quelques minutes, veuillez ne pas quitter. [...] Madame Dupont ?  - Oui, je suis là,  et la lumière du routeur est redevenue verte et semble s'être stabilisée.  - Oui, je pense que nous avons trouvé ce qui posait problème. Pouvez-vous vérifier que votre connection marche sur un de vos appareils électroniques, portable ou ordinateur ?  - Oui, je viens de me connecter sur mon ordinateur portable, et mon téléphone indique qu'il capte aussi la Wifi ! Merci beaucoup pour votre aide, je peux me remettre au travail !  - Ravie d'avoir pu vous aider. Est-ce que je peux faire autre chose pour vous aujourd'hui ?  - Non, c'est parfait, merci et bonne journée à vous !  - Au revoir et bonne journée à vous aussi ! "
bastille-day,B2," Le Quatorze Juillet On est le quatorze juillet - chouette ! Mais qu'est-ce que cela veut dire, en fait ? (Et pourquoi est-ce que ces mots créent un poème aussi beau ?)  Le quatorze juillet est la fête nationale de la France, le jour où les Français commémorent la prise de la Bastille qui a eu lieu en 1789. Même si la Révolution française était déjà en cours, la prise symbolique de la forteresse, qui ne comptait que 7 prisonniers à l'époque, reste l'événement clé de la révolte.  En fin de compte, la Révolution a conduit au remplacement de la monarchie absolue par une monarchie constitutionnelle, qui, à son tour, sera remplacée par la Première République. Plus de royauté, plus de société d'ordres, plus de privilèges. La Déclaration des droits de l'homme et du citoyen est un texte fondamental de la Révolution ; elle proclame l'égalité des citoyens, les libertés fondamentales et la souveraineté de la France.  À Paris, tous les 14 juillet, on organise un défilé militaire. Des troupes armées étrangères sont parfois invitées à défiler aux côtés des armées françaises. La parade descend l'avenue des Champs-Élysées, de la place de l'Étoile, alias place Charles-de-Gaulle, jusqu'à la place de la Concorde. Les militaires y saluent le Président de la République, son gouvernement, les principales autorités de l'État, le corps diplomatique ainsi que des personnalités politiques étrangères invitées pour l'occasion. Des défilés sont également organisés dans d'autres villes de France avec des régiments locaux. "
